filename, aeroplane, bicycle, bird, boat, bottle, bus, car, cat, chair, cow, diningtable, dog, horse, motorbike, person, pottedplant, sheep, sofa, train, tvmonitor
2008_005519_jpg.rf.8295fc4b15cf995a419cab57f5df67d1.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
2011_003618_jpg.rf.488b4bff93aee1321ec248cd4043146a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001016_jpg.rf.839a97047bda61922909aa8d2e822d4b.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011_000066_jpg.rf.820fffeb9fcf8a6b42d132f0a0152c14.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001958_jpg.rf.a88c5bcc86def30f5721d5b5c76e0490.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001825_jpg.rf.e161434326e2cb7bc98193ed205a80e2.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008_008402_jpg.rf.be52e7e705f9e3ab071c1c38fb2008f7.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2007_001872_jpg.rf.76c837b0cf7399f05aa0ff5822384352.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_003808_jpg.rf.163c72750b0fcf4ae1f1f6ad82ed33c2.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011_003097_jpg.rf.c7bc3459209f6ed18eaae24ccd2dc999.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2008_002436_jpg.rf.140db1bcfd2469c4993d9e8fb9e26925.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_001856_jpg.rf.e7a6cd47b906ecb3a5911d7f6f02e4a6.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_003454_jpg.rf.fc17d28d3ef5cdb1bdb3377dc990364b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_001175_jpg.rf.7a40cbd049aa8e953312042acbee8de2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2008_007166_jpg.rf.77edd125cbd870d8613216d123bc3ddf.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2009_001735_jpg.rf.685f7d5ec9be5e17f5067ec2f5f06702.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011_001672_jpg.rf.d6a6f58cbcbdcf25adfb093a1bee743f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012_004087_jpg.rf.4caf368a7b432ed161c0c34266a30ac4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_005996_jpg.rf.5300d51b85e5d1047dc9a1447e9fb00c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007930_jpg.rf.cbf457b880692057f2f2015f19faafc1.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_001445_jpg.rf.2cd981cfea854afc7a1e5b66b6cfff14.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010_001164_jpg.rf.4685f7f0293e330b7b3a585a5be79d8b.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004547_jpg.rf.7fddcf040df1ddbf3166cc8f1a004df1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010_001130_jpg.rf.6a7f0ecdf38c5d53922e75e786bb93ec.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_000757_jpg.rf.63e8eed434a48c3eac61efee1444a3d3.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011_002946_jpg.rf.8457808e3b38a5b13f9675cb20a325c4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004427_jpg.rf.7c9e30931d5c4a5d297010a4c69f8623.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_008765_jpg.rf.a5124d488586a1f7dd60b8a51b89ab06.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_005404_jpg.rf.6caaffa3ce82e217f4e9ef0e849c90fe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_006200_jpg.rf.f1f93bc2a480d9653480ce193b08076d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_003736_jpg.rf.2b8d6493dd330e978d11217b5124203a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_006404_jpg.rf.70466f20301b14a2b39bd561446c106b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_001440_jpg.rf.16e189d9e92108348be8ed2b5f9ddcfe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012_003083_jpg.rf.66d3930e53de6bf18aa259816cb980fb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_003081_jpg.rf.624e43d21b54d9f9e49e5ef200653001.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_003888_jpg.rf.805bbcf69fcea99554e1f7c80525f86e.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
2008_008554_jpg.rf.93b53211704716d0d4598adb82b42466.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2008_007282_jpg.rf.69f65274b3d4f6f7bb7eae91b1b6242e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2008_006665_jpg.rf.a9cf43908d32317449c5b8ef8914ac52.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2008_005139_jpg.rf.6fd9bc63154a9243976afef430d915eb.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2012_001124_jpg.rf.03e0c0e9ee5aef533704b2531759b729.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011_000596_jpg.rf.c115afff4e0b492637fb8fa73fa36564.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011_001270_jpg.rf.cac93f943a171a0670bd49136bc94dbd.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_005905_jpg.rf.cb1e80c1fb8004aa35f623e7c26b7019.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_004459_jpg.rf.e635f0a99d1d7aff074cd3a9830aaf13.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_004271_jpg.rf.3f5da2dbe38cdf0c0c54d50c837f9259.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008_002879_jpg.rf.fe3427329755982d42fcf2a65aa49771.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001410_jpg.rf.727cd3e1a47ba50dfe522d7b54466635.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_007827_jpg.rf.00d7de99d8e2a1e6f02d252d5b4c6ffd.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2008_005379_jpg.rf.001cfb8814a5c310fe7b82daf9cb6a79.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_006614_jpg.rf.158c1d14d277856ad4457a2f11c7a4a5.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_007640_jpg.rf.c02f6b4ff827362d8d253c56dd5e930b.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011_004531_jpg.rf.274b91feb120a5c45698a3bc42f6cee1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_002598_jpg.rf.84065406553f8ee306a6d35205792eb5.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012_002143_jpg.rf.515e38ef0d32169d0db73d0a113ce6b5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_005005_jpg.rf.fdee87c3404b6b7f895d05101573c8c9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_002834_jpg.rf.02e180a61b6c29be0eadbed952a95a26.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008_002606_jpg.rf.e5e8037246d5073c96b402ebafb2d34c.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_004019_jpg.rf.15761fcdbd58b9a1991f6246f1496dfd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_002679_jpg.rf.36f53fadcfd707a4a24771cb4d81dd92.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_007916_jpg.rf.c05f8ff8a65b54a7f872cc2a99bb8c40.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009_002082_jpg.rf.76ce08c402191049f1ce8c1219b1288e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_000593_jpg.rf.572830ad361b65a18983dc7029c75f7e.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012_003616_jpg.rf.e566a523245f942234cfa8d275dcd3ba.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010_004919_jpg.rf.cab7675615d8012099d02b565dfa43f9.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010_005270_jpg.rf.e11a679fd2803721b71c336f695b79c9.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2008_007250_jpg.rf.be0bd48212482fef76217a77cb15e7df.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012_001863_jpg.rf.e0ada25d1002a69333e462c6990a5a49.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001780_jpg.rf.164a6d95ffe8bca88384a082089eb751.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_001359_jpg.rf.374586bb63f8d201432cefc94cf63835.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011_003990_jpg.rf.a4ca23c6717751bdf66e21127afc5143.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001994_jpg.rf.d228bef2847fa75022964c13dba5c875.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_001201_jpg.rf.bc6702229ed54b5877b0a5e051f3da08.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2008_001031_jpg.rf.2dc7518fe35f194a71c728bf2e3a124f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2008_007082_jpg.rf.cbdd9bd17d311199354c5b2fd6c2cd26.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011_000538_jpg.rf.55f6c7e3aa60648e6bf56764ebdcc53d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2008_004344_jpg.rf.3effbe2abc5d77f969ff3d37b4fa9929.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
